"L1","L2","TRT","Y"
0.111188932609539,0,1,-1.7576282770783
0.324046364985406,0,1,-0.342003970012592
0.783247978776786,0,1,2.74922019029584
0.778926543849421,2,0,5.18000626335695
0.143680717796087,1,0,2.74554820746842
0.22289638640359,1,0,2.50430586399561
1.12501987587491,0,1,4.49661918529473
0.913569851736438,0,1,1.651750427928
0.157262627501041,0,1,1.40750074434184
0.520694233456111,1,1,2.67005076558146
0.195435303189494,0,1,-0.643476011565386
0.632335748036808,0,1,0.991157596773686
0.0638680134112371,0,1,-0.0151335008266824
0.0489921138911454,0,1,0.397928729407783
0.156876805471256,1,1,2.09439793298118
0.317200417863205,1,1,2.58839775384591
1.49483893058243,2,1,3.97662810923237
0.497427847681052,1,1,3.43642767907697
0.177449041279033,0,1,0.822962793343669
0.146794858854264,1,1,2.52913918914981
0.161933738272637,1,1,2.07530795093084
0.160909857600927,1,1,2.10166720811424
0.205500675598159,1,0,3.23375217693877
0.890519568654609,0,1,0.599936813762834
0.643013767877078,0,1,0.920865837878852
0.21314995130524,0,1,-0.399334031617672
0.0458572246134281,1,1,2.7058934685385
0.44989964456991,0,1,-0.0343002586744912
0.388817635093161,0,1,0.819258142987205
0.047161860158667,3,0,5.07920984760626
0.705346297403282,1,0,3.03599153379799
0.177777664638169,0,1,-0.393301377449131
0.274522852385417,1,0,3.5169919520866
0.188956101192161,0,1,0.413160088272604
0.482794002667765,0,1,0.889088239961172
1.91027759444636,1,1,4.4782853981933
0.0432033410761505,2,1,3.9491991205594
0.320067605469376,0,1,0.0041653546643059
0.182036105543375,1,0,2.96706946753674
1.48852125919404,0,1,1.18943412004169
2.77294927073603,0,1,3.92953876185728
0.32802749867551,0,1,-0.590398424793339
0.0917448757681996,0,1,0.191060973448157
0.819382983217848,1,0,1.00732132023228
0.255029255989939,1,0,1.54187577233366
0.591573045346544,1,1,3.50615500557094
1.85149364442307,0,1,5.59679300151749
0.428549802375442,0,1,2.55203698497137
1.51116039968076,1,1,5.43129315455951
0.208374629262835,1,0,0.863714303416454
0.366216018365171,1,1,3.816792147163
0.000582787673920393,4,1,9.00412148605469
0.206983487354591,0,1,-0.145214463524986
0.168665759265423,1,0,3.16845331283025
0.0702631487511098,1,0,3.18947742059173
0.17660678989137,0,1,-0.654226438252051
0.175972130462734,0,1,-0.246102692866551
0.254964421968907,1,1,1.9058293284466
0.337338800076395,0,1,1.50276372145517
0.614757895914322,1,1,1.9425741229386
0.723778514541393,0,1,3.22813264388875
1.01909886110098,1,1,3.55416779364639
0.155470662961946,1,0,2.37484675416872
0.45199024256081,0,1,0.856044361985562
0.510667855049081,1,0,3.57651473013146
0.175806398736313,0,1,2.70774573937346
0.811643291222763,0,1,-0.155693158213589
0.1938935094513,0,1,-0.437224196145084
1.34817123686181,1,1,3.1428587206644
0.573943750911808,1,1,2.65600888730286
0.0268491717187014,2,0,4.38325892707456
0.0850500197710495,0,1,0.0106291098041668
0.596376558279103,1,0,3.36369440405738
0.108291962882504,0,1,0.667328463905084
0.867144679924546,0,1,1.14941348327687
0.286568262381479,1,1,2.31302689900066
0.275190675631166,1,0,3.70704316644997
0.379049996358758,1,0,2.70048702285168
0.244014662923291,0,1,0.0762633215527858
0.801389434758522,0,1,0.708280746949014
0.532575861529863,0,1,1.04151807206036
0.469924390760666,0,1,1.05966275852552
0.518451329765326,1,1,4.23918821315542
0.791590927026753,0,1,3.19270610108559
0.507008537629104,1,1,2.76327426478587
0.802423516246391,0,1,2.38078073689814
0.266198436031118,0,1,1.11779456683638
0.56584365617246,1,1,5.04770078567225
0.150975647848099,0,1,-0.25194349885785
1.14727597956764,0,1,2.8291387756293
0.704220860454345,0,0,-0.232248768351426
1.16193090758741,1,1,3.42265228405502
0.207461125683039,0,1,-1.36595269176489
0.515168009320411,0,1,1.40676343296291
0.0419049998745322,1,0,1.60459513034435
0.597777558935291,0,1,-0.015466783159791
0.236794223543257,0,1,1.04276991932612
0.198468224611133,0,1,0.776398728880232
1.70056932038608,1,1,8.56238896064616
1.60408500573578,1,1,6.46915921142078
0.435898584264778,1,0,2.44852491818142
0.119409541832283,1,1,0.253378150076109
0.180605253670365,0,1,-0.328547953175946
0.189559915881073,2,1,4.14961001017773
0.403866927584118,0,1,1.87498117787513
0.0255279706823347,0,1,0.244382896475695
0.0647790604270995,0,1,-0.114783842692542
0.0715999691747129,0,1,0.42961695429206
0.214645144762471,0,1,0.637965723055247
0.785834168041957,1,1,3.00428652583696
0.261463149217889,1,1,1.4940191927935
0.377985500243908,0,1,1.56921850339062
0.2517576047685,1,0,2.72130621704016
0.339093816000968,3,0,6.47757067957529
0.889589379499567,1,0,3.78844280127651
0.285490388848971,0,1,-0.706653266503757
0.471559370381242,0,1,0.351738918035288
0.154501130338758,1,1,3.21205455428809
0.20219720643945,1,0,1.88044989445634
0.631815104724324,0,1,1.28440600471045
0.134337562834844,1,0,3.104963489635
0.740700597832811,0,1,1.5536897388753
0.222841105946704,0,1,-0.568796899002868
0.449050107484168,0,1,2.1748144932393
0.783249761848948,0,1,2.21766041319871
