"L1","L2","TRT","Y"
0.914466098840249,0,1,4.5399606748093
0.874022367368353,0,1,3.89452090529021
0.00635755432588299,2,1,-1.12231686308357
1.00848200167985,1,1,0.868935108609019
0.9858867059973,1,1,1.98704124171721
0.0608378740378409,2,1,-1.50996845410198
0.540498748866326,0,1,3.21035188061354
0.179082767339423,0,1,2.56026573691698
0.578165073858059,1,1,1.01293657661611
0.516431427539742,0,0,2.74610677347678
0.444477994905269,2,1,-0.115771976021896
0.0269659338518977,1,0,-1.02336647057232
0.0155202851165086,0,0,3.48845946371859
0.0950246897991747,2,1,-1.84348793352548
1.06870804232674,0,1,4.52436161086155
0.521830521968609,0,1,3.82134620817218
0.00524544669315219,0,1,4.38919448822644
0.44956153581354,0,1,2.36688713339745
0.698881651232851,0,1,1.16258524741231
0.0296304241714341,0,1,2.56783444220969
0.874415035317552,0,0,1.88930921684111
0.539987475124604,1,1,1.03763318407449
0.978971209335041,1,1,0.230256511373389
0.315181125653908,0,1,3.81379328350713
2.48612191606511,0,1,20.7578739732186
2.49140458632459,0,1,19.4748415590357
0.149621156061972,1,1,-0.73098237104966
0.28871756605804,0,1,2.20656992637266
0.258870841935277,3,1,0.206726551760756
0.00848794565536082,0,1,1.93971595074805
0.320478961104527,0,0,1.81557331166787
0.0940009737606451,0,1,4.42545849819201
0.597861382157958,2,1,0.141490165502732
0.782980316462107,0,0,3.79107226240804
0.57591831635446,2,1,-0.85731025438446
0.00674598664045334,0,1,5.99757664534581
0.68630011610449,1,1,2.70971823920623
0.76943206969173,0,1,5.77705375284816
0.435395456363863,0,1,3.48200825134554
0.107756998389959,1,1,-0.549018850816222
0.168993128463626,0,1,1.79538155079348
0.386542120461768,1,1,0.169706250049614
0.0761076093185693,0,1,7.2047362155066
0.422739495967931,1,1,0.216422870320909
0.0931552055114227,0,1,8.96802751754364
0.257101158378646,3,1,-0.545008597450892
0.578910873716182,2,1,-0.751307177176413
0.433030571767545,0,0,4.1139639990533
0.0794754774137619,0,0,4.21871216036654
0.0713810464300444,1,0,0.401106156455184
1.03176453426005,0,1,4.03492280606992
0.279785806778818,1,0,0.352999618821726
0.1086795181036,0,0,1.99151166075756
0.0163516206666827,1,1,-1.6428154101478
1.34377573331105,0,1,5.43784714643665
0.159175660926849,0,1,1.058822729489
1.56291554859819,0,1,8.21661369719647
0.186121135484427,3,1,-0.0678439266476312
0.16952468873933,1,1,-0.215724761733143
0.912224495741439,0,0,4.05364760954103
0.143684421433136,1,1,-0.857079559115964
0.417088808936483,1,1,0.117879113046554
0.451668077593154,0,1,5.31363995606068
0.0713413179006224,0,0,2.55366805876441
0.156477108132094,0,0,3.10100067096951
0.0245728617077741,0,0,3.24095043595582
0.0998204785368709,1,1,-1.3007075973011
1.06519932943511,0,1,4.91060190367633
0.128891274798661,1,0,0.25845213898288
0.888576778541219,1,1,0.315027208231563
0.582027309553182,0,1,3.9502169723535
0.0637913532555103,0,1,2.99488997523568
0.116077806334943,0,1,3.1511182114949
1.85029199186413,1,1,7.82893998253087
1.1646811318885,0,1,3.69128746344953
0.0722169184591621,0,1,1.35819172618438
1.70789394146743,0,0,10.9844505762159
0.769185930699801,2,1,0.587481299844355
0.813175160478558,1,1,-1.89486133335014
0.0508492279332131,0,1,3.35036267238616
1.13824730639564,0,0,3.8565949345731
0.295482997316867,2,1,-0.576326877679068
0.203768286388367,0,1,5.59681637722942
0.128666265169159,0,0,5.51766279380491
0.0865291081072887,1,1,-0.897783928854094
0.0188643494416159,1,1,-1.24659355877451
0.0329918523784727,1,1,0.610990705090377
0.193289514631033,2,1,-0.741766194960549
0.410471336895084,0,1,0.865028716320863
0.360933471362961,0,1,3.0005942258141
0.0227752660242742,2,1,-1.2542674658184
0.245886371005327,0,1,1.84693514332044
0.091114959584834,0,1,2.59280741458945
0.390538320306692,0,1,2.59357051880705
0.681021783479905,0,1,3.81170732102972
0.156616337830201,0,0,2.77764899141143
0.143633160041645,0,1,3.2610191142437
0.344148485688493,0,0,2.25671081473474
0.00175060774199665,1,1,-1.23767632206726
0.233790935948491,1,1,-1.73956358798504
0.14056143979542,0,0,3.40327581860635
0.917525224345637,0,1,2.86819389070608
0.0167501904070377,0,1,3.77957346244589
0.0893223064485937,0,0,4.20259758625909
0.254127399530262,0,0,2.43376547612549
0.758636412694538,1,1,1.71802396276014
0.12245759437792,1,1,-0.427558041118684
0.0159832183271646,0,1,5.98923509208189
0.577249426373696,0,1,2.36434259990836
0.1914308846976,0,1,2.81583923769468
0.948148960205627,0,1,3.8824064288149
0.0959368753246963,1,1,2.389483991176
2.55835346169682,0,1,22.0336041542937
0.256199797149748,0,0,5.84810504133635
0.0311126289889216,1,1,-0.768745818962153
0.0161992377092947,1,1,1.37331765418521
0.123022975632921,0,1,6.08850474613436
0.0166629478278229,0,1,1.66350363258468
0.803358067716372,0,1,2.95419004775713
0.346675615624352,0,1,1.96531056052747
0.658176745732731,0,1,5.81811657954977
0.95978755872221,1,1,1.18807712585571
0.0937435618716713,0,1,2.41654511386703
0.29767806455493,0,1,2.4186081464144
1.02771840519727,0,0,4.66154487592803
0.173742031911388,2,1,-0.500012076403418
0.251867399550974,0,1,5.03099055206409
0.848647623578635,0,0,4.40113843229341
0.132806006586179,1,1,0.270615075457075
0.4531506774737,0,0,3.32571002449943
0.110201453324407,1,1,-1.20483463243656
0.663098880068815,1,1,0.601368676245657
1.3320890655111,0,0,5.58069825047883
0.0962004614183073,1,1,0.401597048084429
0.084375896723941,1,1,1.24181020503042
1.56626284909068,1,1,2.75258101692154
0.570854413767761,1,1,-0.132852550345295
0.379669071619815,0,0,4.52192110841339
2.8303579611886,0,1,28.1016890112677
0.416534290986967,0,1,3.84833113276193
0.0869165765390352,0,1,1.77030725096665
0.117230869131163,2,1,-0.966496523865159
0.441934631650752,0,1,3.90393724756728
